"측정일자","권역명","측정소명","미세먼지(㎍/㎥)","초미세먼지(㎍/㎥)","오존(ppm)","이산화질소농도(ppm)","일산화탄소농도(ppm)","아황산가스농도(ppm)"
"20211103","도심권","중구","41","24","0.018","0.034","0.6","0.004"
"20211103","도심권","종로구","41","27","0.021","0.031","0.6","0.003"
"20211103","도심권","용산구","41","28","0.015","0.032","0.5","0.003"
"20211103","서북권","은평구","42","28","0.018","0.026","0.9","0.003"
"20211103","서북권","서대문구","41","28","0.02","0.021","0.7","0.005"
"20211103","서북권","마포구","39","25","0.02","0.034","0.5","0.003"
"20211103","동북권","광진구","43","27","0.016","0.027","0.6","0.003"
"20211103","동북권","성동구","43","23","0.018","0.041","0.6","0.004"
"20211103","동북권","중랑구","42","25","0.024","0.029","0.6","0.003"
"20211103","동북권","동대문구","41","27","0.022","0.033","0.6","0.003"
"20211103","동북권","성북구","41","25","0.021","0.032","0.7","0.003"
"20211103","동북권","도봉구","41","26","0.023","0.02","0.7","0.003"
"20211103","동북권","강북구","41","25","0.027","0.018","0.5","0.003"
"20211103","동북권","노원구","41","29","0.021","0.027","0.6","0.003"
"20211103","서남권","강서구","48","29","0.018","0.032","0.7","0.006"
"20211103","서남권","구로구","49","26","0.022","0.031","0.5","0.003"
"20211103","서남권","영등포구","43","27","0.018","0.035","0.4","0.003"
"20211103","서남권","동작구","44","27","0.022","0.032","0.5","0.003"
"20211103","서남권","관악구","39","26","0.021","0.038","0.7","0.003"
"20211103","서남권","금천구","43","29","0.013","0.042","0.6","0.005"
"20211103","서남권","양천구","46","31","0.017","0.034","0.6","0.004"
"20211103","동남권","강남구","42","26","0.016","0.034","0.6","0.003"
"20211103","동남권","서초구","42","31","0.017","0.036","0.6","0.003"
"20211103","동남권","송파구","45","29","0.011","0.042","0.7","0.003"
"20211103","동남권","강동구","44","29","0.013","0.032","0.5","0.003"
"20211102","도심권","중구","39","25","0.021","0.027","0.6","0.003"
"20211102","도심권","종로구","38","26","0.022","0.026","0.7","0.003"
"20211102","도심권","용산구","41","29","0.019","0.028","0.5","0.003"
"20211102","서북권","은평구","36","27","0.021","0.018","1","0.003"
"20211102","서북권","서대문구","36","26","0.021","0.018","0.7","0.005"
"20211102","서북권","마포구","36","24","0.02","0.029","0.5","0.003"
"20211102","동북권","광진구","40","26","0.016","0.023","0.7","0.003"
"20211102","동북권","성동구","41","23","0.021","0.035","0.6","0.004"
"20211102","동북권","중랑구","38","24","0.025","0.025","0.6","0.003"
"20211102","동북권","동대문구","37","25","0.025","0.028","0.6","0.003"
"20211102","동북권","성북구","39","24","0.024","0.028","0.7","0.003"
"20211102","동북권","도봉구","38","26","0.026","0.018","0.7","0.003"
"20211102","동북권","강북구","38","23","0.028","0.014","0.5","0.002"
"20211102","동북권","노원구","39","29","0.022","0.025","0.6","0.003"
"20211102","서남권","강서구","42","24","0.014","0.029","0.6","0.004"
"20211102","서남권","구로구","40","22","0.028","0.022","0.5","0.003"
"20211102","서남권","영등포구","39","25","0.021","0.028","0.5","0.003"
"20211102","서남권","동작구","43","28","0.023","0.027","0.6","0.003"
"20211102","서남권","관악구","36","25","0.027","0.028","0.6","0.003"
"20211102","서남권","금천구","41","28","0.016","0.035","0.6","0.004"
"20211102","서남권","양천구","39","27","0.023","0.027","0.6","0.005"
"20211102","동남권","강남구","38","24","0.019","0.03","0.6","0.003"
"20211102","동남권","서초구","36","28","0.022","0.027","0.5","0.003"
"20211102","동남권","송파구","43","27","0.017","0.037","0.7","0.003"
"20211102","동남권","강동구","39","26","0.015","0.03","0.6","0.003"
"20211101","도심권","중구","34","21","0.028","0.025","0.5","0.003"
"20211101","도심권","종로구","33","23","0.03","0.024","0.6","0.003"
"20211101","도심권","용산구","33","23","0.027","0.025","0.5","0.003"
"20211101","서북권","은평구","36","27","0.028","0.017","0.9","0.003"
"20211101","서북권","서대문구","32","25","0.028","0.017","0.6","0.004"
"20211101","서북권","마포구","32","22","0.024","0.031","0.5","0.003"
"20211101","동북권","광진구","33","21","0.018","0.021","0.7","0.003"
"20211101","동북권","성동구","34","17","0.024","0.036","0.5","0.003"
"20211101","동북권","중랑구","35","18","0.026","0.025","0.5","0.003"
"20211101","동북권","동대문구","33","23","0.031","0.026","0.5","0.003"
"20211101","동북권","성북구","35","21","0.024","0.031","0.6","0.003"
"20211101","동북권","도봉구","33","22","0.026","0.019","0.7","0.003"
"20211101","동북권","강북구","35","20","0.031","0.015","0.4","0.002"
"20211101","동북권","노원구","32","22","0.025","0.024","0.6","0.003"
"20211101","서남권","강서구","33","20","0.026","0.027","0.5","0.004"
"20211101","서남권","구로구","36","20","0.033","0.021","0.4","0.003"
"20211101","서남권","영등포구","33","21","0.026","0.029","0.5","0.003"
"20211101","서남권","동작구","35","21","0.026","0.025","0.5","0.002"
"20211101","서남권","관악구","30","20","0.032","0.028","0.6","0.003"
"20211101","서남권","금천구","32","23","0.021","0.031","0.5","0.004"
"20211101","서남권","양천구","35","23","0.03","0.025","0.6","0.005"
"20211101","동남권","강남구","32","20","0.027","0.027","0.5","0.003"
"20211101","동남권","서초구","32","24","0.024","0.028","0.5","0.003"
"20211101","동남권","송파구","39","23","0.033","0.03","0.6","0.003"
"20211101","동남권","강동구","30","19","0.018","0.028","0.5","0.003"
"20211031","도심권","중구","30","17","0.022","0.03","0.5","0.004"
"20211031","도심권","종로구","29","18","0.025","0.025","0.5","0.003"
"20211031","도심권","용산구","31","20","0.02","0.027","0.5","0.003"
"20211031","서북권","은평구","32","23","0.024","0.02","0.8","0.003"
"20211031","서북권","서대문구","30","20","0.024","0.019","0.6","0.005"
"20211031","서북권","마포구","28","16","0.024","0.033","0.5","0.003"
"20211031","동북권","광진구","29","17","0.023","0.016","0.6","0.003"
"20211031","동북권","성동구","30","15","0.026","0.03","0.5","0.004"
"20211031","동북권","중랑구","29","16","0.028","0.022","0.4","0.003"
"20211031","동북권","동대문구","28","17","0.027","0.025","0.4","0.003"
"20211031","동북권","성북구","29","16","0.025","0.028","0.5","0.003"
"20211031","동북권","도봉구","30","18","0.025","0.02","0.6","0.003"
"20211031","동북권","강북구","32","17","0.026","0.018","0.4","0.003"
"20211031","동북권","노원구","29","20","0.025","0.024","0.5","0.003"
"20211031","서남권","강서구","32","18","0.024","0.028","0.6","0.005"
"20211031","서남권","구로구","33","17","0.028","0.023","0.4","0.003"
"20211031","서남권","영등포구","31","19","0.023","0.028","0.6","0.003"
"20211031","서남권","동작구","30","17","0.024","0.025","0.5","0.003"
"20211031","서남권","관악구","28","17","0.026","0.029","0.6","0.003"
"20211031","서남권","금천구","27","17","0.022","0.029","0.5","0.004"
"20211031","서남권","양천구","32","20","0.024","0.028","0.5","0.005"
"20211031","동남권","강남구","28","17","0.024","0.022","0.4","0.004"
"20211031","동남권","서초구","28","20","0.023","0.025","0.5","0.003"
"20211031","동남권","송파구","31","19","0.024","0.027","0.5","0.003"
"20211031","동남권","강동구","30","19","0.019","0.025","0.4","0.003"
"20211030","도심권","중구","22","10","0.011","0.035","0.5","0.003"
"20211030","도심권","종로구","21","12","0.013","0.032","0.5","0.003"
"20211030","도심권","용산구","25","13","0.01","0.032","0.4","0.003"
"20211030","서북권","은평구","19","11","0.02","0.019","0.7","0.003"
"20211030","서북권","서대문구","18","9","0.018","0.018","0.4","0.005"
"20211030","서북권","마포구","21","10","0.016","0.033","0.4","0.003"
"20211030","동북권","광진구","21","10","0.013","0.02","0.5","0.003"
"20211030","동북권","성동구","22","9","0.015","0.035","0.4","0.004"
"20211030","동북권","중랑구","20","9","0.018","0.024","0.4","0.003"
"20211030","동북권","동대문구","23","11","0.013","0.033","0.4","0.003"
"20211030","동북권","성북구","21","9","0.013","0.032","0.5","0.003"
"20211030","동북권","도봉구","20","8","0.017","0.021","0.5","0.003"
"20211030","동북권","강북구","21","10","0.016","0.02","0.4","0.003"
"20211030","동북권","노원구","21","12","0.011","0.032","0.5","0.003"
"20211030","서남권","강서구","26","11","0.013","0.034","0.5","0.004"
"20211030","서남권","구로구","26","11","0.019","0.029","0.4","0.003"
"20211030","서남권","영등포구","26","11","0.011","0.036","0.5","0.003"
"20211030","서남권","동작구","22","10","0.016","0.03","0.4","0.003"
"20211030","서남권","관악구","22","12","0.021","0.031","0.5","0.003"
"20211030","서남권","금천구","21","12","0.017","0.031","0.4","0.004"
"20211030","서남권","양천구","26","12","0.012","0.036","0.5","0.005"
"20211030","동남권","강남구","21","10","0.01","0.03","0.4","0.003"
"20211030","동남권","서초구","18","8","0.016","0.029","0.4","0.003"
"20211030","동남권","송파구","23","12","0.013","0.034","0.5","0.003"
"20211030","동남권","강동구","23","11","0.01","0.03","0.4","0.003"
"20211029","도심권","중구","22","9","0.021","0.03","0.4","0.003"
"20211029","도심권","종로구","22","10","0.022","0.028","0.5","0.003"
"20211029","도심권","용산구","33","13","0.021","0.032","0.5","0.003"
"20211029","서북권","은평구","20","10","0.016","0.032","0.8","0.003"
"20211029","서북권","서대문구","18","7","0.029","0.013","0.3","0.005"
"20211029","서북권","마포구","21","8","0.028","0.025","0.4","0.003"
"20211029","동북권","광진구","21","7","0.023","0.017","0.4","0.003"
"20211029","동북권","성동구","23","7","0.028","0.028","0.3","0.004"
"20211029","동북권","중랑구","20","7","0.029","0.019","0.3","0.003"
"20211029","동북권","동대문구","22","9","0.023","0.029","0.4","0.003"
"20211029","동북권","성북구","21","8","0.016","0.035","0.5","0.003"
"20211029","동북권","도봉구","19","7","0.023","0.019","0.5","0.002"
"20211029","동북권","강북구","20","7","0.024","0.016","0.3","0.003"
"20211029","동북권","노원구","23","11","0.017","0.031","0.5","0.003"
"20211029","서남권","강서구","25","11","0.02","0.029","0.6","0.003"
"20211029","서남권","구로구","24","7","0.023","0.027","0.3","0.003"
"20211029","서남권","영등포구","25","10","0.019","0.03","0.5","0.003"
"20211029","서남권","동작구","24","9","0.016","0.033","0.4","0.003"
"20211029","서남권","관악구","23","10","0.021","0.032","0.5","0.003"
"20211029","서남권","금천구","20","10","0.015","0.035","0.4","0.004"
"20211029","서남권","양천구","23","11","0.021","0.031","0.5","0.005"
"20211029","동남권","강남구","20","8","0.019","0.028","0.4","0.003"
"20211029","동남권","서초구","21","8","0.017","0.032","0.4","0.003"
"20211029","동남권","송파구","31","13","0.015","0.037","0.5","0.003"
"20211029","동남권","강동구","23","8","0.018","0.027","0.4","0.003"
"20211028","도심권","중구","28","12","0.012","0.039","0.5","0.004"
"20211028","도심권","종로구","29","15","0.014","0.035","0.6","0.003"
"20211028","도심권","용산구","0","0","0","0","0","0"
"20211028","서북권","은평구","27","14","0.016","0.021","0.6","0.003"
"20211028","서북권","서대문구","25","12","0.015","0.023","0.5","0.005"
"20211028","서북권","마포구","30","12","0.016","0.039","0.5","0.003"
"20211028","동북권","광진구","28","12","0.012","0.023","0.5","0.003"
"20211028","동북권","성동구","33","12","0.014","0.039","0.5","0.004"
"20211028","동북권","중랑구","27","10","0.021","0.025","0.4","0.003"
"20211028","동북권","동대문구","28","13","0.014","0.036","0.5","0.003"
"20211028","동북권","성북구","28","10","0.011","0.038","0.6","0.003"
"20211028","동북권","도봉구","28","11","0.018","0.024","0.5","0.003"
"20211028","동북권","강북구","27","11","0.02","0.018","0.4","0.003"
"20211028","동북권","노원구","30","14","0.012","0.034","0.6","0.003"
"20211028","서남권","강서구","33","16","0.013","0.035","0.7","0.004"
"20211028","서남권","구로구","32","12","0.019","0.036","0.5","0.003"
"20211028","서남권","영등포구","30","15","0.006","0.045","0.5","0.003"
"20211028","서남권","동작구","28","11","0.014","0.034","0.5","0.003"
"20211028","서남권","관악구","27","10","0.017","0.036","0.6","0.003"
"20211028","서남권","금천구","23","12","0.015","0.035","0.5","0.004"
"20211028","서남권","양천구","31","15","0.014","0.038","0.6","0.005"
"20211028","동남권","강남구","27","11","0.012","0.031","0.5","0.004"
"20211028","동남권","서초구","29","12","0.014","0.035","0.5","0.003"
"20211028","동남권","송파구","33","14","0.013","0.037","0.6","0.003"
"20211028","동남권","강동구","31","12","0.011","0.033","0.4","0.003"
"20211027","도심권","중구","53","31","0.023","0.03","0.5","0.004"
"20211027","도심권","종로구","52","33","0.022","0.032","0.6","0.004"
"20211027","도심권","용산구","0","0","0","0","0","0"
"20211027","서북권","은평구","56","39","0.026","0.023","0.6","0.003"
"20211027","서북권","서대문구","54","20","0.022","0.023","0.5","0.004"
"20211027","서북권","마포구","47","29","0.024","0.035","0.5","0.003"
"20211027","동북권","광진구","45","30","0.019","0.025","0.6","0.003"
"20211027","동북권","성동구","48","23","0.022","0.038","0.5","0.004"
"20211027","동북권","중랑구","50","29","0.024","0.029","0.5","0.003"
"20211027","동북권","동대문구","51","33","0.024","0.033","0.5","0.003"
"20211027","동북권","성북구","54","26","0.019","0.036","0.6","0.003"
"20211027","동북권","도봉구","50","31","0.025","0.023","0.6","0.003"
"20211027","동북권","강북구","49","25","0.025","0.021","0.4","0.003"
"20211027","동북권","노원구","44","27","0.023","0.027","0.6","0.003"
"20211027","서남권","강서구","50","29","0.028","0.025","0.5","0.005"
"20211027","서남권","구로구","53","28","0.031","0.023","0.4","0.003"
"20211027","서남권","영등포구","47","29","0.025","0.03","0.3","0.003"
"20211027","서남권","동작구","50","28","0.028","0.026","0.5","0.003"
"20211027","서남권","관악구","45","27","0.035","0.027","0.5","0.003"
"20211027","서남권","금천구","46","28","0.023","0.034","0.5","0.004"
"20211027","서남권","양천구","51","31","0.027","0.027","0.5","0.005"
"20211027","동남권","강남구","46","28","0.019","0.032","0.5","0.003"
"20211027","동남권","서초구","49","34","0.025","0.028","0.5","0.003"
"20211027","동남권","송파구","51","29","0.02","0.037","0.6","0.003"
"20211027","동남권","강동구","48","28","0.017","0.03","0.5","0.003"
"20211026","도심권","중구","48","26","0.015","0.047","0.6","0.004"
"20211026","도심권","종로구","46","29","0.02","0.041","0.7","0.004"
"20211026","도심권","용산구","0","0","0","0","0","0"
"20211026","서북권","은평구","45","30","0.024","0.032","0.6","0.003"
"20211026","서북권","서대문구","43","18","0.022","0.029","0.6","0.004"
"20211026","서북권","마포구","41","27","0.02","0.05","0.6","0.003"
"20211026","동북권","광진구","40","26","0.017","0.03","0.6","0.003"
"20211026","동북권","성동구","42","21","0.018","0.052","0.5","0.004"
"20211026","동북권","중랑구","43","24","0.022","0.036","0.5","0.003"
"20211026","동북권","동대문구","42","28","0.022","0.041","0.5","0.003"
"20211026","동북권","성북구","52","26","0.02","0.043","0.6","0.003"
"20211026","동북권","도봉구","49","30","0.022","0.03","0.6","0.003"
"20211026","동북권","강북구","42","22","0.026","0.025","0.4","0.003"
"20211026","동북권","노원구","41","28","0.018","0.038","0.6","0.003"
"20211026","서남권","강서구","47","30","0.019","0.045","0.7","0.006"
"20211026","서남권","구로구","51","28","0.025","0.041","0.5","0.003"
"20211026","서남권","영등포구","41","27","0.02","0.046","0.4","0.004"
"20211026","서남권","동작구","41","23","0.023","0.038","0.5","0.003"
"20211026","서남권","관악구","38","24","0.024","0.044","0.6","0.004"
"20211026","서남권","금천구","37","25","0.02","0.044","0.5","0.004"
"20211026","서남권","양천구","46","29","0.021","0.047","0.6","0.005"
"20211026","동남권","강남구","39","23","0.02","0.038","0.5","0.004"
"20211026","동남권","서초구","45","31","0.02","0.042","0.6","0.003"
"20211026","동남권","송파구","44","26","0.021","0.045","0.6","0.003"
"20211026","동남권","강동구","42","25","0.016","0.04","0.5","0.003"
"20211025","도심권","중구","25","14","0.022","0.033","0.5","0.003"
"20211025","도심권","종로구","27","18","0.021","0.031","0.5","0.003"
"20211025","도심권","용산구","0","0","0","0","0","0"
"20211025","서북권","은평구","24","14","0.022","0.024","0.5","0.003"
"20211025","서북권","서대문구","22","10","0.023","0.019","0.5","0.004"
"20211025","서북권","마포구","26","15","0.017","0.041","0.5","0.003"
"20211025","동북권","광진구","27","17","0.02","0.021","0.5","0.003"
"20211025","동북권","성동구","29","13","0.02","0.038","0.4","0.004"
"20211025","동북권","중랑구","27","13","0.027","0.025","0.4","0.003"
"20211025","동북권","동대문구","27","15","0.022","0.032","0.5","0.003"
"20211025","동북권","성북구","26","13","0.02","0.033","0.5","0.003"
"20211025","동북권","도봉구","28","15","0.023","0.022","0.5","0.002"
"20211025","동북권","강북구","27","13","0.028","0.016","0.3","0.003"
"20211025","동북권","노원구","29","19","0.021","0.029","0.5","0.003"
"20211025","서남권","강서구","32","18","0.02","0.035","0.6","0.004"
"20211025","서남권","구로구","32","15","0.024","0.035","0.4","0.003"
"20211025","서남권","영등포구","28","17","0.019","0.038","0.4","0.003"
"20211025","서남권","동작구","30","16","0.021","0.033","0.5","0.003"
"20211025","서남권","관악구","28","16","0.022","0.038","0.6","0.003"
"20211025","서남권","금천구","27","16","0.02","0.037","0.4","0.004"
"20211025","서남권","양천구","31","19","0.022","0.037","0.5","0.004"
"20211025","동남권","강남구","26","15","0.02","0.03","0.4","0.003"
"20211025","동남권","서초구","26","16","0.02","0.034","0.5","0.003"
"20211025","동남권","송파구","33","19","0.018","0.038","0.6","0.003"
"20211025","동남권","강동구","30","17","0.016","0.031","0.4","0.003"
"20211024","도심권","중구","28","17","0.025","0.03","0.5","0.003"
"20211024","도심권","종로구","28","19","0.027","0.026","0.5","0.003"
"20211024","도심권","용산구","0","0","0","0","0","0"
"20211024","서북권","은평구","22","16","0.027","0.02","0.5","0.003"
"20211024","서북권","서대문구","25","13","0.025","0.019","0.5","0.004"
"20211024","서북권","마포구","28","16","0.024","0.036","0.5","0.003"
"20211024","동북권","광진구","30","20","0.024","0.019","0.5","0.003"
"20211024","동북권","성동구","31","17","0.027","0.032","0.4","0.003"
"20211024","동북권","중랑구","29","16","0.03","0.024","0.4","0.003"
"20211024","동북권","동대문구","28","18","0.029","0.026","0.4","0.003"
"20211024","동북권","성북구","26","17","0.024","0.03","0.6","0.003"
"20211024","동북권","도봉구","28","17","0.026","0.019","0.5","0.002"
"20211024","동북권","강북구","30","17","0.029","0.016","0.4","0.003"
"20211024","동북권","노원구","30","21","0.024","0.027","0.5","0.003"
"20211024","서남권","강서구","32","21","0.022","0.033","0.7","0.006"
"20211024","서남권","구로구","32","17","0.027","0.034","0.4","0.003"
"20211024","서남권","영등포구","31","20","0.022","0.033","0.4","0.003"
"20211024","서남권","동작구","31","18","0.023","0.03","0.5","0.003"
"20211024","서남권","관악구","28","18","0.024","0.033","0.6","0.003"
"20211024","서남권","금천구","26","17","0.023","0.032","0.5","0.004"
"20211024","서남권","양천구","32","21","0.024","0.033","0.5","0.005"
"20211024","동남권","강남구","29","18","0.024","0.027","0.4","0.003"
"20211024","동남권","서초구","27","19","0.024","0.028","0.5","0.003"
"20211024","동남권","송파구","32","21","0.024","0.033","0.5","0.003"
"20211024","동남권","강동구","32","21","0.021","0.025","0.4","0.003"
"20211023","도심권","중구","40","19","0.015","0.038","0.6","0.004"
"20211023","도심권","종로구","37","22","0.018","0.033","0.6","0.003"
"20211023","도심권","용산구","0","0","0","0","0","0"
"20211023","서북권","은평구","35","19","0.018","0.027","0.5","0.003"
"20211023","서북권","서대문구","34","15","0.018","0.023","0.6","0.005"
"20211023","서북권","마포구","37","18","0.016","0.042","0.6","0.003"
"20211023","동북권","광진구","34","20","0.015","0.024","0.5","0.003"
"20211023","동북권","성동구","38","17","0.016","0.04","0.5","0.004"
"20211023","동북권","중랑구","35","16","0.019","0.029","0.5","0.003"
"20211023","동북권","동대문구","37","20","0.02","0.034","0.5","0.003"
"20211023","동북권","성북구","36","18","0.015","0.038","0.6","0.004"
"20211023","동북권","도봉구","37","20","0.018","0.026","0.6","0.003"
"20211023","동북권","강북구","41","19","0.023","0.021","0.4","0.003"
"20211023","동북권","노원구","40","25","0.017","0.032","0.6","0.003"
"20211023","서남권","강서구","44","23","0.016","0.036","0.7","0.007"
"20211023","서남권","구로구","44","21","0.021","0.036","0.5","0.003"
"20211023","서남권","영등포구","42","25","0.016","0.038","0.4","0.004"
"20211023","서남권","동작구","40","21","0.019","0.031","0.5","0.003"
"20211023","서남권","관악구","37","22","0.019","0.037","0.6","0.003"
"20211023","서남권","금천구","38","23","0.018","0.037","0.5","0.004"
"20211023","서남권","양천구","44","25","0.016","0.042","0.6","0.005"
"20211023","동남권","강남구","35","19","0.017","0.032","0.5","0.004"
"20211023","동남권","서초구","36","22","0.016","0.037","0.6","0.003"
"20211023","동남권","송파구","41","23","0.015","0.038","0.6","0.003"
"20211023","동남권","강동구","37","20","0.012","0.033","0.5","0.003"
"20211022","도심권","중구","35","18","0.017","0.033","0.6","0.004"
"20211022","도심권","종로구","35","23","0.018","0.031","0.6","0.003"
"20211022","도심권","용산구","0","0","0","0","0","0"
"20211022","서북권","은평구","31","18","0.019","0.023","0.5","0.003"
"20211022","서북권","서대문구","32","13","0.018","0.022","0.6","0.005"
"20211022","서북권","마포구","34","16","0.02","0.03","0.5","0.003"
"20211022","동북권","광진구","32","21","0.016","0.022","0.4","0.003"
"20211022","동북권","성동구","39","18","0.014","0.042","0.5","0.005"
"20211022","동북권","중랑구","31","16","0.024","0.023","0.4","0.003"
"20211022","동북권","동대문구","34","20","0.019","0.032","0.5","0.003"
"20211022","동북권","성북구","37","18","0.019","0.031","0.6","0.004"
"20211022","동북권","도봉구","33","19","0.022","0.019","0.5","0.003"
"20211022","동북권","강북구","33","17","0.027","0.014","0.4","0.003"
"20211022","동북권","노원구","34","22","0.017","0.027","0.6","0.003"
"20211022","서남권","강서구","46","24","0.016","0.03","0.6","0.005"
"20211022","서남권","구로구","43","18","0.02","0.033","0.6","0.004"
"20211022","서남권","영등포구","38","21","0.015","0.034","0.4","0.003"
"20211022","서남권","동작구","40","20","0.016","0.034","0.5","0.003"
"20211022","서남권","관악구","36","20","0.017","0.038","0.6","0.003"
"20211022","서남권","금천구","38","23","0.015","0.039","0.5","0.004"
"20211022","서남권","양천구","46","25","0.016","0.035","0.6","0.005"
"20211022","동남권","강남구","35","20","0.015","0.032","0.5","0.004"
"20211022","동남권","서초구","34","20","0.019","0.031","0.5","0.003"
"20211022","동남권","송파구","37","21","0.013","0.037","0.6","0.003"
"20211022","동남권","강동구","33","20","0.013","0.03","0.4","0.003"
"20211021","도심권","중구","31","17","0.017","0.034","0.5","0.004"
"20211021","도심권","종로구","32","21","0.016","0.034","0.5","0.003"
"20211021","도심권","용산구","0","0","0","0","0","0"
"20211021","서북권","은평구","27","18","0.019","0.025","0.5","0.003"
"20211021","서북권","서대문구","30","13","0.019","0.021","0.5","0.004"
"20211021","서북권","마포구","29","16","0.016","0.037","0.5","0.003"
"20211021","동북권","광진구","29","18","0.015","0.022","0.5","0.002"
"20211021","동북권","성동구","34","15","0.017","0.04","0.5","0.004"
"20211021","동북권","중랑구","29","15","0.023","0.024","0.4","0.003"
"20211021","동북권","동대문구","31","19","0.016","0.035","0.5","0.003"
"20211021","동북권","성북구","34","19","0.017","0.034","0.6","0.003"
"20211021","동북권","도봉구","36","21","0.016","0.025","0.5","0.003"
"20211021","동북권","강북구","34","18","0.023","0.019","0.4","0.003"
"20211021","동북권","노원구","33","22","0.019","0.028","0.5","0.003"
"20211021","서남권","강서구","35","19","0.015","0.031","0.6","0.004"
"20211021","서남권","구로구","36","18","0.02","0.032","0.6","0.003"
"20211021","서남권","영등포구","31","19","0.013","0.037","0.4","0.003"
"20211021","서남권","동작구","34","18","0.014","0.034","0.5","0.003"
"20211021","서남권","관악구","30","16","0.018","0.036","0.6","0.003"
"20211021","서남권","금천구","30","19","0.013","0.038","0.5","0.004"
"20211021","서남권","양천구","35","21","0.013","0.037","0.6","0.004"
"20211021","동남권","강남구","29","17","0.015","0.031","0.4","0.003"
"20211021","동남권","서초구","30","19","0.016","0.033","0.5","0.003"
"20211021","동남권","송파구","35","20","0.013","0.037","0.6","0.003"
"20211021","동남권","강동구","32","18","0.011","0.031","0.4","0.003"
"20211020","도심권","중구","28","15","0.015","0.029","0.5","0.003"
"20211020","도심권","종로구","27","17","0.017","0.025","0.5","0.003"
"20211020","도심권","용산구","0","0","0","0","0","0"
"20211020","서북권","은평구","23","16","0.015","0.022","0.5","0.003"
"20211020","서북권","서대문구","25","12","0.016","0.018","0.6","0.003"
"20211020","서북권","마포구","27","14","0.016","0.029","0.4","0.003"
"20211020","동북권","광진구","26","16","0.016","0.019","0.5","0.002"
"20211020","동북권","성동구","35","14","0.015","0.037","0.4","0.003"
"20211020","동북권","중랑구","26","13","0.02","0.022","0.4","0.003"
"20211020","동북권","동대문구","27","15","0.018","0.026","0.4","0.003"
"20211020","동북권","성북구","24","12","0.017","0.027","0.5","0.003"
"20211020","동북권","도봉구","26","14","0.018","0.018","0.5","0.002"
"20211020","동북권","강북구","26","12","0.02","0.015","0.4","0.002"
"20211020","동북권","노원구","25","16","0.016","0.025","0.5","0.002"
"20211020","서남권","강서구","32","16","0.013","0.027","0.5","0.004"
"20211020","서남권","구로구","30","13","0.02","0.028","0.6","0.003"
"20211020","서남권","영등포구","29","16","0.014","0.029","0.4","0.003"
"20211020","서남권","동작구","30","15","0.015","0.028","0.4","0.002"
"20211020","서남권","관악구","28","14","0.019","0.028","0.5","0.003"
"20211020","서남권","금천구","27","17","0.014","0.031","0.4","0.004"
"20211020","서남권","양천구","32","19","0.015","0.03","0.5","0.004"
"20211020","동남권","강남구","28","15","0.014","0.027","0.4","0.003"
"20211020","동남권","서초구","28","16","0.017","0.028","0.4","0.003"
"20211020","동남권","송파구","31","16","0.014","0.031","0.5","0.003"
"20211020","동남권","강동구","29","16","0.012","0.027","0.4","0.002"
"20211019","도심권","중구","28","17","0.021","0.023","0.4","0.003"
"20211019","도심권","종로구","26","20","0.022","0.021","0.5","0.003"
"20211019","도심권","용산구","0","0","0","0","0","0"
"20211019","서북권","은평구","32","24","0.022","0.017","0.5","0.003"
"20211019","서북권","서대문구","30","13","0.021","0.016","0.6","0.002"
"20211019","서북권","마포구","25","17","0.02","0.025","0.4","0.003"
"20211019","동북권","광진구","25","16","0.022","0.015","0.5","0.002"
"20211019","동북권","성동구","21","11","0.022","0.027","0.4","0.003"
"20211019","동북권","중랑구","35","20","0.037","0.014","0.4","0.002"
"20211019","동북권","동대문구","25","17","0.024","0.021","0.4","0.003"
"20211019","동북권","성북구","29","18","0.021","0.024","0.4","0.003"
"20211019","동북권","도봉구","29","20","0.023","0.015","0.5","0.002"
"20211019","동북권","강북구","28","16","0.025","0.015","0.4","0.002"
"20211019","동북권","노원구","26","18","0.023","0.019","0.5","0.002"
"20211019","서남권","강서구","26","17","0.021","0.022","0.5","0.003"
"20211019","서남권","구로구","32","18","0.025","0.021","0.5","0.003"
"20211019","서남권","영등포구","26","17","0.019","0.025","0.4","0.003"
"20211019","서남권","동작구","28","16","0.022","0.021","0.4","0.002"
"20211019","서남권","관악구","24","14","0.026","0.023","0.5","0.003"
"20211019","서남권","금천구","25","16","0.021","0.025","0.3","0.003"
"20211019","서남권","양천구","28","19","0.021","0.024","0.5","0.004"
"20211019","동남권","강남구","25","16","0.021","0.022","0.4","0.003"
"20211019","동남권","서초구","29","20","0.022","0.007","0.4","0.002"
"20211019","동남권","송파구","27","16","0.021","0.027","0.5","0.003"
"20211019","동남권","강동구","26","16","0.021","0.02","0.4","0.002"
"20211018","도심권","중구","26","10","0.014","0.028","0.4","0.003"
"20211018","도심권","종로구","24","11","0.016","0.025","0.5","0.003"
"20211018","도심권","용산구","0","0","0","0","0","0"
"20211018","서북권","은평구","20","10","0.016","0.021","0.4","0.003"
"20211018","서북권","서대문구","22","9","0.018","0.016","0.5","0.003"
"20211018","서북권","마포구","23","8","0.017","0.026","0.4","0.003"
"20211018","동북권","광진구","23","10","0.014","0.019","0.4","0.002"
"20211018","동북권","성동구","26","8","0.017","0.03","0.4","0.003"
"20211018","동북권","중랑구","20","4","0.018","0.018","0.3","0.002"
